1000,39;1000,39;1000,39
999,74;999,73;999,73
999,73;999,73;999,73
999,51;999,51;999,51
998,83;998,83;998,84
998,91;998,91;998,91
999,48;999,49;999,48
999,09;999,1;999,09
999,85;999,85;999,85
999,73;999,73;999,73
1000,38;1000,38;1000,38
999,62;999,62;999,62
1000,29;1000,28;1000,29
999,87;999,87;999,87
999,87;999,87;999,87
1000,62;1000,62;1000,62
999,86;999,85;999,85
1001;1001,01;1001
1001,2;1001,21;1001,21
1000,45;1000,44;1000,45
1000,34;1000,34;1000,34
1001,08;1001,08;1001,08
1001,18;1001,19;1001,18
1000,59;1000,59;1000,59
1000,74;1000,74;1000,74
999,83;999,84;999,84
1000,87;1000,87;1000,87
1000,67;1000,66;1000,66
1000,23;1000,23;1000,23
1000,63;1000,61;1000,62
1000,14;1000,14;1000,14
1001,25;1001,24;1001,25
1001,01;1001,01;1001,01
1000,92;1000,93;1000,92
1001,18;1001,18;1001,18
1000,49;1000,48;1000,49
1000,78;1000,78;1000,78
1001,29;1001,29;1001,29
1001,39;1001,4;1001,39
1002;1001,99;1001,99
1000,01;1000,01;1000,02
1000,66;1000,66;1000,66
1000,47;1000,47;1000,47
1001,63;1001,63;1001,63
1001,44;1001,43;1001,43
1000,08;1000,07;999,07
1001,05;1001,06;1001,05
1001,14;1001,14;1001,14
1000,19;1000,2;1000,2
1001,33;1001,33;1001,33
1001,24;1001,24;1001,24
1000,77;1000,77;1000,77
1000,49;1000,49;1000,49
1000,82;1000,83;1000,82
1001,32;1001,32;1001,32
1002,52;1002,52;1002,52
999,19;999,19;999,19
1001,2;1001,21;1001,2
1000,69;1000,68;1000,69
1001,48;1001,49;1001,48
1000,66;1000,66;1000,66
1000,55;1000,54;1000,55
1000,89;1000,9;1000,89
1000,67;1000,67;1000,67
1001,32;1001,32;1001,32
1000,75;1000,76;1000,76
999,93;999,94;999,94
1000,5;1000,5;1000,5
1000,5;1000,51;1000,5
1001,34;1001,34;1001,34
1000,69;1000,69;1000,69
1000,57;1000,59;1000,59
1000,95;1000,95;1000,95
1001,01;1001,01;1001,01
1000,01;1000,01;1000,01
1000,43;1000,43;1000,43
1001,49;1001,49;1001,49
1000,62;1000,64;1000,64
1001,28;1001,27;1001,28
1000,79;1000,79;1000,79
1001,15;1001,15;1001,15
1000,11;1000,11;1000,11
999,98;999,98;999,99
1000,93;1000,93;1000,93
1000,58;1000,59;1000,59
1000,39;1000,4;1000,39
1000,15;1000,15;1000,15
1000,99;1000,98;1000,98
1000,83;1000,83;1000,83
1000,37;1000,37;1000,37
1000,26;1000,26;1000,26
1001,03;1001,04;1001,03
1000,21;1000,2;1000,19
1000,75;1000,75;1000,75
1000,21;1000,21;1000,21
1000,99;1001;1000,99
1001,3;1001,3;1001,3
1001,47;1001,47;1001,47
1001,06;1001,06;1001,06
1000,6;1000,61;1000,6
1000,74;1000,74;1000,73
1000,79;1000,8;1000,8
1000,41;1000,4;1000,4
1000,82;1000,83;1000,83
1000,67;1000,68;1000,68
1000,7;1000,69;1000,7
1000,75;1000,75;1000,75
1000,96;1000,98;1000,98
996,73;996,73;996,73
1000,36;1000,36;1000,36
1000,19;1000,18;1000,19
1000,25;1000,25;1000,25
1000,99;1001;1001,01
1000,62;1000,62;1000,62
1001,12;1001,12;1001,12
1001,37;1001,37;1001,37
1000,05;1000,07;1000,07
1001,74;1001,75;1001,75
1000,54;1000,54;1000,54
1001,41;1001,41;1001,41
999,16;999,16;999,16
997,21;997,21;997,21
1000,12;1000,11;1000,12
1001,86;1001,86;1001,86
1000,14;1000,14;1000,14
1001,16;1001,17;1001,17
1000,83;1000,83;1000,83
1001,14;1001,15;1001,15
1001,62;1001,62;1001,62
1000,18;1000,19;1000,18
1001,55;1001,55;1001,55
1001,21;1001,21;1001,21
1000,81;1000,81;1000,81
999,37;999,39;999,39
1001,23;1001,23;1001,23
1000,73;1000,74;1000,73
1000,32;1000,32;1000,32
1001,15;1001,16;1001,15
1001,67;1001,67;1001,67
1000,79;1000,78;1000,78
1001,04;1001,04;1001,03
1001,34;1001,35;1001,34
1000,78;1000,78;1000,78
999,74;999,75;999,75
999,14;999,13;999,14
1001,25;1001,25;1001,25
1000,53;1000,54;1000,53
1001,41;1001,41;1001,41
1001,81;1001,82;1001,81
1000,82;1000,83;1000,84
1001,08;1001,09;1001,1
1001,37;1001,37;1001,37
1000,72;1000,72;1000,72
1000,19;1000,19;1000,19
1000,72;1000,73;1000,74
1000,75;1000,75;1000,75
999,92;999,92;999,92
1000,66;1000,67;1000,68
1001,03;1001,02;1001,03
1000,64;1000,65;1000,64
1000,46;1000,46;1000,46
1001,31;1001,34;1001,34
1000,66;1000,66;1000,66
1000,73;1000,73;1000,73
1001,17;1001,17;1001,17
999,9;999,9;999,9
1000,58;1000,58;1000,58
1000,19;1000,19;1000,19
1000,46;1000,46;1000,46
1000,22;1000,22;1000,22
1001,22;1001,22;1001,22
1001,27;1001,28;1001,29
1001;1001;1001
1001,35;1001,34;1001,33
1000,54;1000,54;1000,54
1001,41;1001,4;1001,4
1000,21;1000,22;1000,22
1000,82;1000,82;1000,82
1000,62;1000,62;1000,62
1001,3;1001,3;1001,3
1000,46;1000,46;1000,46
1001,84;1001,85;1001,85
1001,24;1001,24;1001,24
1001,78;1001,78;1001,78
999,79;999,78;999,79
1000,36;1000,36;1000,36
1000,85;1000,83;1000,83
1001,19;1001,19;1001,19
1001,5;1001,5;1001,5
1000,85;1000,86;1000,86
1000,5;1000,5;1000,5
1001,24;1001,24;1001,24
1000,34;1000,34;1000,34
999,85;999,86;999,85
1001,3;1001,3;1001,3
1001,25;1001,26;1001,26
1000,19;1000,18;1000,19
1000,37;1000,37;1000,37
1000,9;1000,9;1000,9
1001,64;1001,64;1001,64
1000,36;1000,36;1000,36
1000,61;1000,61;1000,61
1001,01;1001,01;1001,01
1000,46;1000,46;1000,46
1000,77;1000,77;1000,77
1001,42;1001,43;1001,43
1001,34;1001,35;1001,36
1000,14;1000,14;1000,14
1000,58;1000,58;1000,58
1000,83;1000,83;1000,83
1000,5;1000,49;1000,5
1000,52;1000,51;1000,52
999,96;999,96;999,96
1000,66;1000,66;1000,66
1000,57;1000,56;1000,56
1000,56;1000,55;1000,56
1001,72;1001,71;1001,72
1000,56;1000,56;1000,56
1000,96;1000,97;1000,97
998,51;998,5;998,51
1001,63;1001,63;1001,63
1000,14;1000,15;1000,15
1001,44;1001,44;1001,44
1000,18;1000,18;1000,18
1000,45;1000,45;1000,45
1001,07;1001,08;1001,08
999,9;999,9;999,9
1000,96;1000,96;1000,96
1000,2;1000,21;1000,2
1000,04;1000,04;1000,03
998,85;998,85;998,85
1001,34;1001,35;1001,34
1000,96;1000,96;1000,96
1000,81;1000,81;1000,81
1000,76;1000,76;1000,76
1001,02;1001,03;1001,02
1001,15;1001,15;1001,15
1001,09;1001,09;1001,09
1000,62;1000,62;1000,62
1000,07;1000,08;1000,08
1000,65;1000,66;1000,66
1000,49;1000,49;1000,49
1000,4;1000,4;1000,4
1001,33;1001,33;1001,33
999,96;999,97;999,97
1000,9;1000,9;1000,9
1000,23;1000,22;1000,23
1000,62;1000,63;1000,63
1001,74;1001,75;1001,75
1000,49;1000,5;1000,5
1000,71;1000,71;1000,71
1000,52;1000,53;1000,54
1000,72;1000,72;1000,72
1001,33;1001,33;1001,33
1000,61;1000,61;1000,61
1000,11;1000,11;1000,122
1001,36;1001,36;1001,36
1000,91;1000,91;1000,91
1001,48;1001,49;1001,49
1000;999,99;999,99
999,71;999,72;999,71
1001,56;1001,57;1001,56
1000,86;1000,86;1000,85
1002,54;1002,54;1002,54
1000,86;1000,86;1000,86
1001,71;1001,71;1001,71
1001,22;1001,23;1001,22
1001,31;1001,32;1001,31
999,77;999,78;999,77
1002,31;1002,32;1002,32
1000,37;1000,37;1000,37
1001,13;1001,14;1001,13
1000,8;1000,8;1000,8
1001,15;1001,15;1001,15
1002,44;1002,44;1002,44
1000,91;1000,92;1000,91
1000,01;1000,01;1000,01
1000,75;1000,76;1000,76
1001,42;1001,42;1001,42
999;999;999
1000,81;1000,81;1000,81
1001,19;1001,18;1001,18
1000,65;1000,65;1000,65
1000,44;1000,44;1000,44
1001,09;1001,09;1001,09
999,96;999,96;999,96
1000,91;1000,91;1000,91
1000,31;1000,31;1000,31
1000,83;1000,83;1000,83
1000,74;1000,74;1000,74
1001,43;1001,43;1001,43
1000,95;1000,96;1000,95
1001,22;1001,23;1001,22
1000,88;1000,89;1000,89
1000,89;1000,9;1000,89
1000,75;1000,76;1000,75
1001,07;1001,07;1001,07
1000,98;1000,97;1000,98
1001,11;1001,1;1001,1
1000,46;1000,46;1000,46
1000,74;1000,73;1000,73
998,87;998,89;998,88
1000,29;1000,3;1000,29
999,99;999,99;999,99
1000,88;1000,87;1000,87
1000,89;1000,89;1000,89
1001,39;1001,4;1001,4
1001,18;1001,19;1001,18
1000,41;1000,41;1000,42
1001,12;1001,14;1001,14
1000,35;1000,36;1000,35
1000,02;1000,05;1000,05
1000,9;1000,91;1000,92
1001,47;1001,47;1001,47
1000,18;1000,19;1000,19
1000,59;1000,58;1000,59
1000,72;1000,73;1000,72
1000,64;1000,65;1000,66
1000,42;1000,43;1000,42
1000,68;1000,67;1000,68
1001,02;1001,02;1001,02
1000,77;1000,76;1000,77
1001,18;1001,18;1001,18
1000,79;1000,79;1000,79
1001,32;1001,32;1001,32
1001,58;1001,58;1001,58
1000,69;1000,69;1000,69
