5007;5007;5007
5000,2;5000,2;5000,2
4998,8;4998,8;4998,8
5000,7;5000,7;5000,7
5009,2;5009,2;5009,2
5008,5;5008,5;5008,5
5001,3;5001,3;5001,3
5001,1;5001,1;5001,1
5002,2;5002,2;5002,2
5000;5000;5000
5010,1;5010,1;5010,1
5000;5000;5000
5006,1;5006,1;5006,1
5009,1;5009,1;5009,1
4999,3;4999,3;4999,3
5008,9;5008,9;5008,9
5009,6;5009,6;5009,6
5000,7;5000,7;5000,7
5006;5006;5006
5003,7;5003,7;5003,7
5003,3;5003,3;5003,3
4999,5;4999,4;4999,5
5000,4;5000,4;5000,4
5000,5;5000,6;5000,6
5006;5006;5006
5004,2;5004,2;5004,2
5005,7;5005,8;5005,8
4999,3;4999,3;4999,3
5001;5001;5001
4999,2;4999,2;4999,2
4999,6;4999,6;4999,6
5002,5;5002,5;5002,5
4997,5;4997,5;4997,5
4999;4999,1;4999,1
5001;5001;5001
5001;5001;5001
5006,8;5006,8;5006,8
5004,9;5004,9;5004,9
5005,7;5005,7;5005,7
5001;5001;5001
5003,8;5003,8;5003,8
5005,9;5005,9;5005,9
5006,5;5006,5;5006,6
5004,2;5004,2;5004,2
5001,6;5001,6;5001,6
5007,1;5007,1;5007,1
5003;5003;5003
5004,8;5004,8;5004,8
5003,8;5003,8;5003,8
5000,6;5000,6;5000,6
4999,6;4999,6;4999,6
4998,2;4998,2;4998,2
5000,4;5000,4;5000,4
5001;5001;5001
4999,5;4999,5;4999,5
5005,1;5005,1;5005,1
5004,1;5004,1;5004,1
5003,1;5003,1;5003,1
5005,5;5005,5;5005,5
5008,7;5008,7;5008,7
5005,8;5005,8;5005,8
5006,1;5006,1;5006,1
5009;5009;5009
5004,8;5004,8;5004,8
5001,4;5001,4;5001,4
5004,4;5004,44;5004,4
5005,2;5005,2;5005,2
5003,5;5003,5;5003,5
5006,7;5006,7;5006,7
5004,4;5004,4;5004,4
5003,7;5003,7;5003,7
5004,6;5004,5;5004,6
5008,7;5008,6;5008,7
5003,3;5003,3;5003,3
5005,2;5005,2;5005,2
5004,1;5004,1;5004,1
5005,8;5005,8;5005,8
4999,9;4999,9;4999,9
5002,2;5002,2;5002,2
5002,2;5002,2;5002,2
5007,6;5007,6;5007,6
5000,4;5000,4;5000,4
5007,5;5007,5;5007,5
5001,7;5001,7;5001,7
5004,8;5004,8;5004,8
5003,9;5003,9;5003,9
5004;5004;5004
5000,1;5000,1;5000,1
5004;5004;5004
5008,2;5008,2;5008,2
5000,4;5000,4;5000,4
5001,2;5001,2;5001,2
5004,4;5004,4;5004,4
5003;5003;5003
4999,9;4999,9;4999,9
5001,6;5001,6;5001,6
4999,8;4999,8;4999,8
5004;5004;5004
5002,3;5002,3;5002,3
5000,7;5000,7;5000,7
5003,9;5003,8;5003,8
5001,3;5001,3;5001,3
5003,8;5003,8;5003,8
5003,9;5003,9;5003,9
5006,5;5006,5;5006,5
5003,2;5003,2;5003,2
5001,5;5001,5;5001,5
5007,2;5007,2;5007,2
5004,4;5004,4;5004,4
5002,3;5002,3;5002,3
5004,7;5004,7;5004,7
5005,8;5005,8;5005,8
5005,4;5005,4;5005,4
5009,1;5009,1;5009,1
5000,4;5000,4;5000,4
5003,5;5003,5;5003,5
5000,5;5000,6;5000,5
5004,8;5004,8;5004,8
5009,2;5009,2;5009,2
4999,9;4999,9;4999,9
5006,5;5006,5;5006,5
5001,4;5001,4;5001,4
5005,3;5005,3;5005,3
5001,5;5001,6;5001,5
5000,6;5000,6;5000,6
5001,8;5001,8;5001,8
5004,3;5004,3;5004,3
5001,4;5001,4;5001,4
5009,2;5009,2;5009,2
5001,6;5001,6;5001,6
5000,4;5000,4;5000,4
5002,5;5002,5;5002,5
5003,6;5003,6;5003,6
5000,8;5000,8;5000,8
5002,7;5002,7;5002,7
5004,5;5004,5;5004,5
5002,2;5002,2;5002,2
5004,4;5004,4;5004,4
4998,3;4998,3;4998,3
5007,9;5007,9;5007,9
4996,8;4996,8;4996,8
5008,3;5008,2;5008,3
4999,9;4999,9;4999,9
5008,7;5008,7;5008,7
5004,8;5004,9;5004,8
5000,6;5000,6;5000,6
5008,6;5008,6;5008,6
5006,2;5006,2;5006,2
5002,6;5002,6;5002,6
5001,3;5001,3;5001,3
5001,7;5001,7;5001,7
5001,4;5001,4;5001,4
5004,7;5004,7;5004,7
5001,4;5001,4;5001,4
5002,2;5002,3;5002,3
4994,7;4994,7;4994,7
5003,8;5003,8;5003,8
5001;5001;5001
5001,6;5001,6;5001,6
5004,9;5004,9;5004,9
4999,1;4999,1;4999,1
4999,6;4999,6;4999,6
5004,4;5004,4;5004,4
5001,3;5001,3;5001,3
5000,5;5000,5;5000,5
4999,2;4999,2;4999,2
5000,5;5000,6;5000,5
5005,5;5000,5;5000,5
5007;5007;5007
5006,1;5006,1;5006,1
5005,3;5005,2;5005,2
5000,9;5000,9;5000,9
5003,1;5003,1;5003,1
5001,2;5001,2;5001,2
5003,6;5003,6;5003,6
5008,1;5008,1;5008,1
5000,5;5000,5;5000,5
5004,3;5004,3;5004,3
5005;5005;5005
5000,1;5000,1;5000,1
5000,5;5000,5;5000,5
5009,2;5009,2;5009,2
5005,7;5005,7;5005,7
5006,4;5006,4;5006,4
5000,7;5000,7;5000,7
5001,4;5001,4;5001,4
5001,1;5001,1;5001,1
5002,1;5002,1;5002,1
5006,7;5006,7;5006,7
4999,2;4999,2;4999,2
5002,3;5002,3;5002,3
5002,9;5002,9;5002,9
5001,9;5001,9;5001,9
5005,2;5005,2;5005,2
5000,9;5000,9;5000,9
5008;5008;5008
5002,7;5002,7;5002,7
5005,1;5005,1;5005,1
5000,4;5000,4;5000,4
5001;5001;5001
5001,9;5001,9;5001,9
5005,1;5005,1;5005,1
